F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-31.16,184.64,6,7.05,11.93,-126.56,-2333.28,15996.75,-349.96,-3035.93,574.71,9.84,422.34,-259.5,1660.23,-610.02,-160.89,0.03,9.03,86.04,-419.86,8.18,16,2840.12,17600.94,-159.02,6,1982.82,High,-33234.6,-159.14,USA,-8442.28,85.05,-91.22,-167.42,-180.18
-17.7,76.7,32.68,13.05,11.39,-215.2,-2072.12,9776.7,-944.86,3532.6,1207.41,9.24,254.91,-322.08,3206.04,-479.64,-52.77,992.63,1.08,211.81,-694.3,7.58,8,3271.88,19882.6,-45.81,6,-2868.27,Very low,3553.86,-74.02,Rest,-10405.09,67.38,-37.52,-228.2,2575.54
-29.88,71.6,12.38,9.06,-1.79,-264.16,-2474.9,23574.42,-831.94,-4658.79,998.97,13.52,212.64,-189.03,3588.66,-664.59,-909.55,20.84,7.59,-199.28,-573.42,10.76,6,3326.96,15194.86,-141.04,8,1763.37,Medium,-12832.89,-76.28,Rest,-11886.37,59.28,-20.1,-155.75,2736.69
-35.72,145.24,25.1,17.64,14.37,-150.02,-3312.89,25238.52,-708.64,-527.41,1344.93,10.76,296.91,-433.05,2314.41,-297.27,-245.77,0.73,14.46,222.01,-581.48,25.66,16,3430.46,14798.62,-155.6,0,-158.76,Low,-17369.91,-29.56,Europe,-7768.95,59.25,-73.7,-117.92,2758.28
-27.46,221.8,25.78,15.69,19.59,-172.16,-2493.47,28237.65,-1786.4,2749.65,61.35,20.84,335.1,-270.18,1728.96,-621.93,-625.96,4.39,11.04,299.26,-445.92,-15.94,6,2974.86,17457.66,-123.46,10,-342.93,High,-34613.31,-158.56,Europe,-11768.83,77.16,-105.39,-186.17,-137.83
-21.84,-161.46,34.38,7.56,10.8,-92.1,-2361.93,24563.64,-1240.64,-1455.45,1025.55,13.37,317.13,-255,4153.44,-391.02,-176.53,121.4,3.42,31.38,-531.76,18.92,8,3159.26,15075.06,-107.26,10,2252.58,High,-5013.15,-121.12,Rest,-4780.95,78.99,-53.56,-250.08,1406.19
-27.54,201.52,20.24,10.5,7.65,-248.58,-2190.43,26552.55,-990.74,-3886.52,-270.45,14.86,308.4,-143.73,1645.2,-808.23,-281.77,1.9,3.36,284.58,-590.3,2.94,8,4071.84,15549.32,-166.61,6,1533.69,Low,-18317.4,-11.7,Rest,-13616.96,70.71,-42.22,-191.58,369.75
-27.42,300.24,24.46,8.88,12.88,-164.1,-1749.17,30472.95,-851.6,-2659.67,1860.33,12.66,378.96,-98.52,2681.34,-496.17,-199.98,8.52,9.66,522.6,-582.3,3.5,8,3853.5,20643.08,-101.19,10,-1197.45,Very high,-27582.42,-235.24,USA,-4655.56,56.76,-47,-195.01,900.86
-29.86,126.02,36.82,-3.63,13.49,-186.82,-2212.53,19312.14,-468.98,-1807.99,939.48,6.85,333.96,-266.73,3464.79,-709.47,-118.69,0.1,37.74,-193.89,-586.3,3.94,8,3294.86,23398.66,-131.96,8,-767.22,Very high,-43323.51,-105.6,Europe,-7533.61,59.91,-28.92,-183.41,872.63
-28.16,2.84,21.8,1.71,13.51,-162.66,-1920.75,11922,-100.38,51.67,-531.21,0.27,385.59,-114.54,2282.94,-559.53,-449.78,0.3,11.04,257.58,-525.24,12.42,0,3847.12,15083.9,-98.94,8,676.95,Medium,-6323.01,-230.34,USA,-10218.24,68.91,-24.33,-160.27,913.15
-23.96,-107.92,25.72,0.42,10.35,-41.52,-2878.17,30780.03,-942.24,-5858.4,1603.2,29.22,-106.89,-236.34,3997.98,-599.97,290.38,0.16,5.22,-111.59,-572.6,5.16,10,3781.4,12300.96,-37.53,8,-264.81,Medium,-20615.19,-24.12,Europe,-9860.4,57.63,-120.79,-176.32,1039.57
-36.62,-35.44,23.54,21.78,0.88,-310,-1456.26,29285.91,-975.22,-5107.65,785.1,9.37,209.4,-247.23,3449.4,-577.29,-259.57,3.97,15.18,-1.08,-494.76,11.08,2,5206.88,21375.12,-157.62,4,-408.87,High,-5411.88,-78.74,UK,-18002.27,69.27,-58.54,-125.42,1940.47
-30.06,57.08,18.98,8.25,16.51,-183.1,-1482.67,23650.77,-2489.66,-6020.83,1975.95,15.12,147.6,-103.44,4618.8,-453.81,37.72,3.6,13.26,79.89,-591.6,-6.8,2,3682.6,16879.72,-112.35,6,-1009.92,Low,-9667.32,-138.22,Europe,-8531.82,58.89,-69.08,-186.11,935.18
-41.52,146.18,26.4,7.02,9.97,-94.04,-2666.28,29495.31,-826.38,-2188.76,1897.41,12.52,185.37,-278.7,3667.44,-610.59,-350.19,5190.04,19.62,6.92,-596.64,12.28,12,3673.74,18573.3,-121.78,6,601.44,Very low,-21043.47,-93.98,USA,-12920.65,65.97,-91.46,-179.09,813.3
-26.62,156.96,49.86,4.71,9.99,-109.14,-1921.42,2400.66,-1017.92,-6282.55,1627.47,7.35,319.32,-395.16,2740.86,-565.08,-163.8,1.29,10.83,-124.88,-491.26,16,8,3928.32,15463.06,-127.85,10,422.22,Medium,-6274.83,-93.92,Rest,-10539.69,61.26,-61.73,-235.3,1610.93
-28.08,112.78,35.94,-6.48,10.79,-229.62,-2700.86,29870.94,-2031.86,-3132.39,-101.31,10.48,267.12,-122.4,3758.28,-464.64,54.21,20.63,7.2,67.42,-597.8,-3.24,4,2669.36,26616.44,-123.69,8,79.8,Low,-14852.76,-38.24,USA,-4757.17,54.72,-128.62,-161.09,609.09
-52.1,79.74,15.02,10.68,6.75,-85.9,-2840.85,16791.6,-686.82,-987.74,622.62,13.69,176.85,-340.05,3701.7,-682.05,-4.19,0.48,14.01,-462.21,-539.12,14.7,4,5418.64,14574.24,-129.8,6,-83.46,Very high,-18666.45,-127,Europe,-14085.62,64.41,-18.49,-208.29,3404.72
-29.38,62.2,34.58,17.25,13.25,-305.58,-2456.19,31135.38,-1014.04,2047.2,13.95,14.84,184.02,-208.02,3538.98,-520.56,-348.55,0.24,34.26,-405.33,-519.56,14.6,12,3669.62,18345.16,-106.53,6,559.77,Very high,-27628.83,-44.82,Europe,-11063.81,64.2,-34.26,-155.88,939.42
-33.96,29.64,17.58,-1.98,14.01,-163.26,-2664.19,22305.6,-1139.04,1542.44,796.53,12.31,353.67,-184.02,2906.94,-493.2,-23.05,0.13,1.56,-35.85,-562.5,6.24,10,3378.14,7108.56,-145.15,6,1433.04,High,-11489.88,-85.78,USA,-12894.19,64.23,-92.57,-225.01,499.87
-29.78,89.48,30.78,-10.53,9.49,-24.98,-2226.09,29895.69,-2215.3,-2431.64,360.42,12.36,330.93,-184.92,3285.72,-457.32,-355.89,22.57,5.1,-443.25,-535.5,9.54,4,3911.88,18753.06,-95.48,8,-66.81,Very high,-25778.37,-200.82,Rest,-6999.21,55.05,-103.86,-174.01,2325.36
-23.06,293.7,18.24,6.84,9.87,-105.98,-2066.99,19300.44,-1049.56,-2695.82,1.17,7.73,425.43,-367.32,2874.78,-542.28,-99.73,1.03,5.55,114.69,-872.7,7.76,4,2948.54,6701.3,-140.65,6,-695.94,Medium,4186.05,50.96,Europe,-6603.4,53.46,-47.71,-240.92,3770.52
-21.84,151.78,39.02,-6.72,11.09,-185.48,-2723.49,18650.07,-752.28,1718.87,574.65,14.82,328.32,-201.84,3441.45,-532.56,-263.14,0.28,9.96,743.75,-549.22,2.82,12,5265.5,9729.04,-121.97,8,394.38,High,-38571.03,-49.78,USA,-8797.07,52.89,-118.4,-118.1,469.31
-18.12,104.56,14.28,9.9,20.14,-141.94,-1693.73,22485.33,-1946.28,-2228.61,555.33,11.24,287.52,-179.52,3931.41,-586.8,-374.68,0.33,39.99,106.8,-509.36,7.8,2,1132.8,13436.16,-68.07,10,-913.83,High,-12462.21,-128.08,UK,-10039.18,60.84,-47.04,-167.52,466.04
-25.6,163.9,24.5,8.73,7.61,-143.4,-2507.76,18060.15,-1094.76,-639.47,392.13,8.68,276.84,-186.33,2530.62,-685.5,73.94,0.18,11.58,325.28,-563.16,12.46,10,2525.56,7930.22,-112.36,10,1538.28,Medium,-27213.93,-96.78,UK,-11365.99,68.91,-3.35,-156.4,-344.83
-24.84,90.66,35.96,1.92,2.63,-37.9,-2349.46,38855.25,-2042.38,-2142.14,744.09,14.28,211.56,-363.15,4017.51,-412.29,-553.51,2.92,10.23,-445.94,-495.3,10.98,12,3067.34,9819.04,-125.78,10,1064.13,Very low,-1054.98,-93.34,USA,-11787.82,62.19,-91.79,-183.06,23.33
-22.94,88.58,27.16,5.13,16.82,-133.12,-3126.1,11449.14,-1962.14,151.53,3234.78,15.39,362.7,-319.5,3208.38,-577.53,-279.83,122.35,21.72,469.82,-503.68,15.02,14,3142.62,8946.28,-75.14,0,852.12,Low,-14451.45,-73.1,Europe,-8582.83,59.94,-38.37,-225.22,3058.7
-16.86,64.58,15.78,13.35,12.33,-200.36,-2192.48,33274.71,-256.8,-2047.77,655.56,23.65,109.71,-313.98,3020.67,-652.08,-463.03,1.19,4.86,-154.5,-545.8,4.7,10,3559.52,18186.42,-114.35,6,797.61,Low,-28399.59,-76.46,UK,-12644.81,64.77,-43.39,-139.66,882.96
-26.64,72.56,31.56,-2.52,13.09,-66.28,-2218.68,30497.01,-1016.78,-2917.41,1630.83,2.28,287.1,-180.3,1794.66,-495.03,-473.04,0.32,7.62,476.49,-472.96,7.56,10,3148.8,19808.44,-82.72,8,1669.2,Low,-16239.51,-94.46,UK,-14885.87,63.81,-36.76,-215.46,391.51
-18.68,13.62,39.66,19.92,5.28,-117.24,-2194.49,42530.76,-1202.52,-858.5,997.71,11.99,166.89,-114.27,3239.67,-728.82,-333.94,0.01,3.06,-247.55,-570.4,7.42,10,845.7,18758.9,-147.78,8,1757.46,High,-10995.72,-38.2,USA,-16111.24,86.04,-56.38,-140.27,-199.39
-24.66,95.54,26.4,-2.1,12.22,-149.94,-1999.34,12133.74,-1653.18,-5350.31,71.28,5.43,307.83,-428.73,2543.7,-814.38,83.15,0.32,3.48,65.56,-486.3,7.82,18,1929.26,25160.72,-79.95,6,1346.31,Medium,-24602.55,-73.26,Rest,-13142.81,64.74,-75.94,-224.05,-970.8
-32.66,87.16,26.8,21.63,27.16,-163.38,-2654.29,15088.5,-1534.58,1697.17,354.87,16.93,189.93,-256.98,1419.81,-676.47,153.65,0.75,12.21,-168.34,-540.84,10.46,6,3437.88,23687.46,-137.13,12,144.57,High,-9801.06,-179.36,UK,-10073.25,73.38,-59.75,-214.68,-69.09
-30.44,45.82,20.26,1.83,14.91,-186.98,-2310.03,16619.67,-849.16,-3214.25,2049.84,11.49,251.58,-302.91,1544.37,-530.79,-322.24,8.24,2.52,533.66,-547.08,12.96,12,3144.38,15065.9,-98.17,4,-167.55,Low,-18425.52,-82.58,Europe,-10273.21,59.49,-79.63,-178.08,2951.56
-37.62,50.56,32.48,12.96,18.51,-31.22,-1914.47,12948.42,-1648.78,-586.08,149.82,12.7,158.25,-216.63,2986.68,-568.74,-168.69,0.1,5.88,-106.68,-573.86,16.66,8,4161.12,23333.42,-168.96,6,915.45,Very high,-23072.85,-124.94,Europe,-11847.8,61.17,-103.47,-181.13,1225.13
-24.92,48.66,21.58,10.11,10.89,-80.42,-2052.59,10641.27,-1378.2,-2356.76,527.28,14.23,363.69,-260.88,2706.72,-525.06,-311.81,10.55,11.04,-168.79,-560.12,8.5,12,3775.86,19882.28,-124.39,12,340.2,Very low,-19389.99,-208.6,Europe,-8773.55,57.69,-62.26,-133.4,81.24
-24.34,152.46,25.94,6.81,7.09,-237.3,-1405.89,26337.36,-1280.32,1475.6,1347.66,8.73,302.52,-125.07,4002.36,-649.44,-68.52,5.83,15.54,-1.47,-534.7,4.2,10,3733.7,15103.5,-168.77,8,561.48,Low,-5016.69,-40.22,UK,-15372.56,61.26,-64.39,-205.91,1016.88
-27.8,109.74,25.96,9.3,14.24,-179.34,-2485.46,21460.47,-2177.72,-4173.58,882.09,10.79,403.2,-359.04,2831.52,-759.6,326.29,0.29,2.25,-368.46,-527.52,-6.92,14,2242.78,16631.66,-105.5,8,1373.91,Medium,-39857.79,-88.02,Europe,-12149.57,54.3,-77.86,-194.71,-103.55
-32,27.04,20.08,11.28,12.36,-148.12,-2070.26,6774.27,-37.86,1641.01,1926.51,12.44,140.43,-316.2,3510.06,-613.08,-389.16,0.53,9.84,-133.54,-410.64,-8.2,14,2752.76,22962.26,-74.55,10,610.26,Low,-14386.26,-68.76,USA,-4569.64,66.96,-70.16,-128.38,228.28
-30.02,58.66,33.38,7.41,15.62,-180.92,-2816.44,21052.59,-302.84,5263.18,445.77,11.93,311.28,-141.36,2584.44,-692.61,-246.59,4.8,11.19,-157.06,-533.04,12.74,2,3972.7,18907.04,-102.23,4,639.33,Low,-21901.92,-195.9,Europe,-8255.66,65.25,-76.76,-146.42,3490.68
-34.78,265.84,28.42,16.77,16.05,-212.34,-2368.49,30965.31,-1661.64,2692.95,2335.89,16.26,319.05,-283.05,4776.81,-580.08,-307.57,15.36,23.16,111.73,-478.36,1.82,2,4342.58,6825.94,-135.39,6,714.93,High,-30444.66,41.14,Rest,-14137.45,56.61,-9.78,-235.65,2452.15
-26.02,67.04,32.7,8.4,2.23,-159.8,-1833.63,31172.49,-1088.02,467.57,179.1,12.58,263.16,-312.36,3136.38,-689.97,-7.88,0.21,8.25,236.84,-309.64,-4.26,0,2336.66,15442.68,-114.67,6,474.9,Medium,-4028.13,-76.34,UK,-6432.99,60.72,-45.35,-173.03,1704.37
-37.02,90.26,40.66,3.48,11.45,-76.14,-2828.79,24008.88,-1008.24,4887.86,368.94,12.6,344.28,-393,860.85,-539.79,-216.59,127.79,15.18,450.63,-618.4,1.48,6,3587.58,25712.28,-138.61,2,1744.2,Very low,-19376.01,-70.48,UK,-7688.06,55.41,-87.09,-211.32,2333.91
-53.34,-26.66,23.22,0.15,15.56,-193.72,-2422.25,14615.52,-1024.74,-3828.27,1064.1,14.25,360.57,-190.59,2800.44,-636.87,91.88,9.75,24.72,60.08,-627.5,11.4,8,3593.98,15791.46,-85.74,8,-96.81,Very high,-21510.27,-98.92,Rest,-15891.44,61.08,-60.37,-184.42,2433.46
-19.34,-6.4,24.82,5.31,7.5,-276.8,-2536.82,26644.38,-606.8,-4397.22,2029.2,5.25,370.17,-277.32,3099.03,-421.11,-175.92,16.84,8.46,135.37,-581.38,-2.48,12,3055.74,19250.08,-14.88,4,1480.29,Low,-16542.48,-99.76,Rest,-13597.27,59.4,-24.73,-222.15,2630.05
-27.28,144.74,17.02,12.18,9.34,-228.04,-2234.86,15632.55,-2218.46,-5286.63,1068.9,11.54,297.03,-143.58,2278.98,-695.85,89.97,8.34,19.11,124.89,-670.46,9.58,6,3450.1,14308.62,-119.95,10,615.99,Very low,-33054.18,-40.92,Rest,-13935.1,57.21,-44.69,-117.95,-1015.81
-34.24,167.14,22.98,4.53,9.65,-72.54,-1770.4,29815.05,-1728.82,-4362.78,649.95,7.1,354.45,-365.97,4769.91,-320.07,-38.86,46.28,12.39,33.05,-641.32,-1.34,8,3080.96,17858.1,-171.84,0,-951.96,Very high,-25915.11,-85.72,UK,-12863.43,60.18,-108.63,-152.77,2185.95
-25.64,73.5,32.92,22.35,21.12,-54.12,-2621.89,28097.13,-1470.74,1502.93,2472.06,-4.81,200.76,-187.35,1631.49,-447.51,-51.57,2.39,5.91,-63.78,-646.22,14.12,14,3335.88,9613.66,-86.99,6,-692.16,Low,-499.08,-183.76,USA,-8517.25,60.12,-33.89,-166.46,443.91
-25.5,103.54,21.08,14.91,11.38,-25.78,-2461.88,29979.3,-1764.72,2825.69,784.23,12.05,322.32,-298.35,3374.97,-657.93,-441.33,5.78,9.6,144.52,-526.16,13.92,8,3032.64,16489.4,-113.41,10,374.04,High,-18785.43,-374.38,Rest,-9945.27,67.2,-50.69,-187.6,48.61
-29.46,23.24,25.74,1.53,13.13,-222.38,-2207.73,26525.79,-1248.82,2788.9,2459.37,9.69,329.49,-343.47,3219.39,-616.53,-380.94,3.78,9.78,443.24,-677.46,6.74,4,2956.72,19184.68,-97.05,8,-401.13,Low,-24538.38,-136.3,USA,-8200.31,69.06,-2.1,-240.57,131.54
-31.46,145.44,7.6,22.65,10.99,-76.82,-1995.85,20746.89,-1793.08,3222.43,1489.29,16.88,347.76,-288.03,3055.59,-533.01,259.43,0.66,13.62,-269.09,-634.9,7.68,6,3702.12,3958.38,-83.44,12,-1994.31,Low,-26385.96,17.42,USA,-8629.91,63.39,-60.2,-157.44,-148.06
-28.7,99.18,28.58,4.5,6.21,-125.38,-2010.01,39186.9,-1423.94,-6978.95,85.56,11.32,194.79,-264.42,3408.78,-463.53,361.22,0.28,0.48,-385.46,-541.6,8.6,10,3165.08,15382.46,-127.82,4,-605.22,High,-13459.23,-196.2,UK,-10701.77,55.26,-38.66,-212.36,1524.25
-29.7,-21.76,18.72,-0.27,15.54,-300.96,-2202.64,30615.12,-1917.84,167.09,862.65,9.33,338.31,-133.44,2178.69,-528.6,71.44,304.04,13.17,317.27,-500.46,4.34,2,2469.54,21196.76,-103.66,10,-209.52,Very high,-34535.1,-42.18,Rest,-7927.94,64.83,-74.55,-181.96,1718.83
-19.38,266.14,26.22,3.63,8.7,-185.6,-2423.13,34992.72,-1451.62,-3623,1048.77,11.21,356.34,-113.43,3113.79,-830.67,382.78,1.32,15.33,-107.67,-437.76,23.98,10,2481.4,24030.62,-127.85,10,-463.23,Very high,-19942.77,-83.34,Rest,-12147.94,56.67,-60.88,-214.7,1547.42
-27.22,-76.06,20.62,22.8,10.62,-139.04,-2465.31,37491.69,-1382.32,-6559.74,810.42,18.51,718.14,-285.33,3568.32,-590.4,-337.14,8.89,16.68,244.16,-472.84,8.6,0,3281.1,10735.2,-151.57,12,467.52,Low,-37772.46,33.14,Europe,-14928.48,61.32,-59.48,-220.31,180.78
-29.72,50.68,29.4,6.72,13.12,-123.5,-2179.23,23975.88,-1101.4,-4780.31,372.27,13.63,213.99,-267.33,2979.75,-525.18,8,0.05,10.32,-153.28,-539.08,1.18,14,2501.06,4762.54,-155.89,6,-492.06,Very high,-30997.56,-113.64,Rest,-12607.22,60.48,-23.04,-250.28,226.84
-20.82,143.66,30.66,2.73,10.04,-112.28,-1944.71,27343.11,-810.22,-4976.14,421.5,7.35,266.76,-211.83,2010.39,-510.27,28.13,0.02,18.81,270.8,-521.66,4.5,8,3336.02,20555.78,-78.05,14,-108.78,Medium,-27570.03,-87.16,Europe,-10114.08,68.13,-30.62,-212.64,-150.32
-25.62,61.02,23.02,-7.47,12.37,-189.7,-2234.92,13166.37,-807.9,-6732.99,2011.71,13.4,329.88,-250.92,2230.5,-506.94,351.16,2.74,4.2,229.93,-556.9,15.16,14,2926.36,16565.8,-103.38,12,2451.69,Very high,-23624.52,2.44,Rest,-16700.34,85.17,-56.66,-187.21,-1141.74
-40.7,131.16,26.3,15.6,9.81,-147.42,-2569.95,38176.8,-1567.06,-2511.66,-105.33,19.56,407.91,-271.2,3247.44,-530.46,162.41,1.46,7.41,23.47,-587.68,12,8,2928.92,23949.7,-133.67,8,1728,Very high,-14482.05,-202.38,Europe,-8422.84,90.27,-62.14,-182.86,-117.05
-28.32,-54.14,30.16,10.86,0.74,-115.08,-2026.22,27537.18,-1619.3,-3612.49,862.11,8.02,281.25,-215.22,3069.96,-557.1,-625.4,0.04,10.26,420.31,-472.98,5.34,4,6111.32,12983.04,-83.66,6,452.64,Low,-32367.36,54.18,UK,-12663.7,53.04,-28.78,-227.15,323.67
-24.96,110.78,28,4.02,17.7,-92.38,-2190.07,28310.94,-641.36,-2207.88,728.31,15.75,430.2,-139.95,3863.61,-477.39,-397.13,44.88,2.82,-455.28,-538.52,4,6,3389.76,11336.8,-108.31,8,559.02,Medium,-11590.98,-82.28,UK,-8664.65,58.68,-59.2,-148.99,2276.1
-52,10.18,28.64,13.26,12.92,-172.42,-2190.22,23085.81,-1185.64,-5198.27,-550.71,5.37,712.2,-169.65,3238.8,-609.78,-274.55,1719.43,15.06,-101.05,-462.68,7.66,14,3171.12,12073.66,-134.94,10,1305.06,Very low,-17912.76,-90.64,UK,-4650.28,71.16,-100.62,-203.23,382.17
-31.5,31.56,35.48,16.89,22.57,-88.16,-1391.14,39487.53,-320.5,1153.16,900.84,6.38,195.9,-373.77,2771.97,-627.99,-376.52,0.06,8.85,218.27,-570.7,-0.82,12,3338.38,20058.48,-111.36,10,783.9,High,-21291.45,-56.76,Rest,-13805.86,61.68,-29.24,-177.48,808.56
-14.76,86.28,21.52,14.64,11.87,-110.26,-2172.43,31166.46,-339.64,-3873.57,2104.8,8.62,312.45,-311.28,3569.94,-609.21,36.96,881.17,10.47,429.31,-512.24,7.56,10,4072.16,21787.28,-145.62,12,-317.31,Medium,-13654.62,-75.42,USA,-12678.5,72.63,-79.42,-205,676
-4.24,-33.72,20.4,20.64,8.38,-199.64,-2177.45,33806.58,-915.06,-5495.73,2097.18,4.88,326.43,-368.37,2124.21,-775.47,25.56,0.55,4.35,1.73,-528.58,5.04,10,2571.88,25101.26,-123.41,10,203.34,Very high,-34060.47,-127.48,UK,-17050.23,78.03,-65.61,-195.32,-345.53
-11.82,41.46,9.6,6.24,11.57,-72.76,-2948.48,33532.8,-1525.98,-1517.75,2591.22,10.05,362.13,-256.17,2813.34,-455.25,13.44,0.11,9.21,-2.69,-583.84,10.64,18,4267.04,9962.2,-139.37,2,-1680.42,High,-18595.98,-36.2,UK,-13183.86,64.35,-58.63,-164.87,276.01
-47.44,94.34,26.8,19.56,12.05,-125.44,-2737.33,27138.33,-1148.34,4205.92,1675.92,11.54,305.43,-217.98,2672.4,-519.9,-197.52,42.13,15.21,-485.87,-551.72,14.02,12,3465.36,15535.06,-128.49,8,834.09,Medium,-19241.55,-160.4,UK,-7350.75,90.54,-68.42,-195.61,-628.52
-27.2,179.1,36.52,14.7,9.44,-167.96,-1664.91,40891.38,-326.46,-1557.97,-96.06,8.34,224.4,-273.36,3063.84,-645.66,36.67,0.15,18.15,444.45,-454.62,18.08,6,3236.24,7609.96,-74.83,8,718.26,Medium,-22175.67,-193.3,UK,-7758.02,54.9,-89.27,-173.55,1487.59
-39.62,55.08,25.5,6.81,21.98,-145.58,-1896.21,16431.36,-2395,427.2,243.81,12.17,350.1,-140.85,2787.66,-559.65,133.27,0.03,9.99,-42.35,-426.52,10.38,10,4191.3,22624.74,-118.97,12,145.68,Very high,-22119.6,-272.52,UK,-15921.79,59.37,-49.12,-158.83,-523.09
-26.44,107.56,23.34,22.26,15.45,-147.34,-2218.78,29186.64,-247.84,1006.68,2165.85,13.08,396.69,-378.42,2412.21,-761.19,541.77,1.14,27.63,323.83,-604.04,0.92,8,3947.36,15346.76,-84.28,10,-293.79,Medium,-20189.94,-50.02,Rest,-8459,66.75,-72.98,-174.96,857.98
-29.4,256.6,24.12,9.93,8.41,-201.56,-425.77,35869.38,-1254.54,1395.45,1668.39,7.17,212.67,-210.12,3837.81,-585.51,-301.9,32.99,12.36,465.18,-502.34,0.96,4,3289.02,20628.98,-96.7,4,603.42,Medium,-38812.14,-153.1,USA,-13826.69,71.46,-98.68,-176.68,377.06
-23.22,177.14,12.32,-5.1,20.44,-246,-2478.09,34432.11,-664.76,-3550.57,1730.01,14.41,184.29,-397.08,3642.96,-636.81,-539.06,2.22,20.19,323.64,-640.32,2,10,3434.04,8328.96,-153.78,10,1451.28,Low,-35688.45,-35.18,Rest,-13186.56,62.7,-63.14,-149.94,-305.96
-46.2,345.7,10.28,2.64,14.02,-251.42,-1678.4,17574.21,-513.74,-3291.18,1092.42,13.26,420.36,-320.91,2874.09,-617.16,-115.56,14,22.59,-449.11,-535.86,6.96,12,3627.78,21078.94,-88.57,8,386.91,High,-21163.59,-188.06,Europe,-12595.88,64.98,-43.41,-121.81,2793.95
-33.72,36.16,12.68,4.83,10.87,-117.54,-2396.17,38769.51,-384.98,3786.31,1031.91,14.37,117.54,-253.2,4276.08,-569.82,230.05,3.03,7.08,26.12,-531.7,13.92,8,2802.22,17325.34,-78.12,6,2504.61,Low,-23053.62,-74.94,Rest,-13084.78,57.96,-41.93,-202.41,2523.35
-26.8,35.9,18.88,9.87,13.95,-46.08,-2132.62,7789.53,-1130.46,-291.35,328.53,14.6,296.25,-295.29,2803.41,-654.27,-250.66,1988.22,10.32,22.88,-602.38,7.62,18,5242.74,15838.16,-89.3,12,854.19,Very low,-17139.06,-139.18,Europe,-14484.23,52.44,-38.62,-192.99,2382.97
-25,146.78,21.38,14.46,14.34,-245.04,-2800.73,30660.24,-780.28,-3734.64,316.14,14.14,353.88,-190.35,2784.06,-898.23,97.66,5.16,17.49,71.44,-541.72,8.64,4,3664.76,15782.22,-161.88,8,969.57,Very low,-20363.73,-170.28,Europe,-8890.8,59.16,-64.95,-182.63,2167.31
-20.8,266.64,18.08,5.43,8.08,-189.28,-2523.37,14074.95,-1847.3,104.03,1840.41,14.31,484.62,-354.72,4091.91,-588.15,230.71,1.94,6.75,332.92,-579.18,14.04,12,2642.2,21511.28,-172.65,8,423.9,Very high,-1010.52,-74.74,Europe,-9801.87,58.02,-21.3,-172.26,3024.4
-27.48,116.76,24.54,-13.8,12.93,-198.84,-2229.47,14305.65,-593.02,-1273.2,931.5,8.4,306.93,-252,2301.15,-411.39,-489.88,14.84,19.5,-158.53,-450.88,43.64,18,3506.82,13346.64,-151.04,10,1656.66,Very high,-18177.48,-165.2,USA,-8553.2,58.86,-19.8,-189.55,902.12
-20.42,42.96,25.12,15.9,8.22,-207.66,-1197.18,11681.73,-364.18,-2791.32,852.06,13.54,391.11,-406.35,2415.93,-583.56,-297.46,0.08,6.99,256.53,-487.96,1.72,8,3547.38,19157.9,-131.69,4,779.73,Very high,-19409.88,-66.84,USA,-10265.4,68.46,-71.02,-132.47,804.53
-53.38,11.66,24.18,11.85,13.67,-219.74,-2256.91,46600.65,-2094.36,-3537.7,1311.84,10.43,263.01,-117.21,3751.71,-490.5,-499.23,85,12.03,-198.3,-494.74,18.92,4,1260.78,11759.24,-125.95,8,-545.7,Low,-20382.69,-32.46,Europe,-11656.61,53.94,-39.44,-280.47,2369.19
-27.96,-32.98,22.54,5.94,16.33,-99.42,-2593.01,12370.95,-491.88,-2769.88,1225.11,18.87,319.32,-211.8,2715.54,-609.57,-548,3.18,4.98,66.69,-489.92,9.32,6,2996.94,18073.08,-102.83,6,-1173.03,Low,-11340.99,-84.26,UK,-12234.6,61.41,-131.44,-191.12,1623.27
-55.3,74.54,20,19.53,11.83,-181.44,-1989.03,13991.37,139.42,-2820.81,31.08,11.23,171.69,-103.89,4891.2,-647.4,-211.71,0.02,6.6,666.3,-657.18,2.26,6,3386.6,18290.24,-142.46,8,-148.98,Very low,-20330.61,-131.28,Europe,-10365.44,60.18,-45.41,-118.26,852.47
-23.28,102.04,27.16,9.72,18.89,-107.72,-2081.05,15605.58,-1230.34,-5167.81,962.67,14.01,437.88,-205.17,3694.35,-283.11,-581.72,0.43,9.6,483.4,-527.56,5.48,8,4699.76,16697.48,-175.34,10,349.29,Medium,-19307.73,-92.94,Europe,-13933.19,73.2,-36.01,-245.29,-92.79
-24.8,100.72,27.94,8.85,6.25,-63.3,-1641.8,30108.27,-857.84,-389.98,267.54,18.08,203.13,-362.04,4370.64,-579.87,353.07,4.36,4.98,94.58,-546.78,3.86,10,3039.92,14678.62,-132.95,10,854.34,Low,-23650.83,-19.28,Europe,-11862.76,62.67,-26.22,-251.18,578.76
